"","I_D","FLAG_TSUNAMI","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LATITUDE","LONGITUDE","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","CONTINENT","LOCATION"
"3151",4801,"",1978,4,15,23,33,47.2,14,5.7,NA,5.7,5.5,NA,NA,5.8,NA,"ITALY","",38.391,15.066,130,5,1,NA,NA,NA,NA,NA,2,400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  SICILY"
"3152",4802,"",1978,5,23,23,34,11.4,10,5.6,NA,5.6,5.7,NA,NA,5.6,7,"GREECE","",40.759,23.268,130,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  THESSALONIKI, VOLVI, LANGADAS"
"3153",4803,"",1978,6,3,20,3,52.5,4,4.9,NA,4.9,5.2,NA,NA,5.7,4,"JAPAN","",35.1,132.6,30,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  S HONSHU:  HIROSHIMA"
"3154",4806,"Tsu",1978,6,12,8,14,26.4,44,7.7,NA,7.7,6.8,NA,NA,NA,8,"JAPAN","",38.19,142.028,30,28,1,NA,NA,10000,4,865,4,NA,4,NA,NA,28,1,NA,NA,10000,4,865,4,NA,4,NA,NA,"Asia","JAPAN:  SANRIKU"
"3155",6455,"Tsu",1978,6,14,12,32,33.9,24,6.9,NA,6.9,6.1,NA,NA,NA,NA,"PHILIPPINES","",8.249,122.403,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","MINDANAO ISLAND, PHILIPPINES"
"3156",4808,"Tsu",1978,6,20,20,3,21,3,6.4,NA,6.4,6.1,NA,NA,NA,8,"GREECE","",40.739,23.229,130,50,1,NA,NA,NA,3,250,4,NA,NA,NA,NA,50,1,NA,NA,NA,3,250,4,NA,NA,NA,NA,"Europe","GREECE: THESSALONIKI"
"3157",7775,"Tsu",1978,6,22,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ITALY","",NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  ADRIATIC SEA"
"3158",6456,"Tsu",1978,7,23,14,42,36.9,17,7.4,NA,7.4,6.5,NA,NA,NA,NA,"TAIWAN","",22.282,121.512,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","TAIWAN"
"3159",4810,"",1978,7,29,14,37,32.7,10,4.5,NA,4.5,4.9,NA,NA,NA,NA,"GUATEMALA","",14.843,-91.022,100,17,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,17,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,"Americas","GUATEMALA:  PATZUN"
"3160",4812,"",1978,8,3,18,11,17.1,58,7,NA,NA,7,NA,NA,6.7,9,"CHILE","",-26.51,-70.54,160,NA,NA,NA,NA,13,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CHILE:  NORTHERN:  COPIAPO-TALTAI"
"3161",4813,"",1978,8,13,22,54,53.5,7,5.6,NA,5.6,5.5,5.7,NA,5.6,7,"USA","CA",34.35,-119.7,150,NA,NA,NA,NA,65,2,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  SOUTHERN"
"3162",8260,"Tsu",1978,8,14,14,17,50.4,30,4.4,NA,4.4,5,NA,NA,NA,NA,"SPAIN","",36.63,-6.871,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","SPAIN"
"3163",4814,"",1978,9,3,5,8,30.2,8,5.3,NA,5.3,4.9,5.9,NA,5.3,8,"GERMANY","",48.29,9.01,120,NA,NA,NA,NA,NA,3,150,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GERMANY"
"3164",4815,"",1978,9,16,15,35,56.6,33,7.8,NA,7.8,6.5,NA,NA,NA,NA,"IRAN","",33.386,57.434,140,20000,4,NA,NA,NA,NA,50,4,NA,4,NA,NA,20000,4,NA,NA,NA,NA,50,4,NA,4,NA,NA,"Asia","IRAN:  TABAS"
"3165",4818,"",1978,11,1,19,48,28,7,6.8,NA,6.8,6.2,NA,NA,6.8,9,"UZBEKISTAN","",39.35,72.61,40,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","UZBEKISTAN:   ANDIZHAN; TAJIKISTAN:  DUSHANBE"
"3166",4819,"Tsu",1978,11,29,19,52,47.6,18,7.7,NA,7.7,6.4,NA,NA,NA,NA,"MEXICO","",16.01,-96.591,150,9,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,9,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,"Americas","MEXICO:  OAXACA"
"3167",4820,"",1978,12,6,14,2,1,91,7.5,NA,NA,7.5,NA,NA,7.5,8,"RUSSIA","",44.592,146.581,50,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"3168",4821,"",1978,12,14,7,5,20.6,33,6.2,NA,6.2,5.7,NA,NA,6.3,NA,"IRAN","",32.14,49.65,140,76,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,76,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,"Asia","IRAN:  MASJED-E-SOLYEMAN"
"3169",4824,"",1978,12,23,11,23,12,33,7,NA,7,7.2,NA,NA,NA,NA,"TAIWAN","",23.247,122.075,30,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,"Asia","TAIWAN:  PINTUNG"
"3170",4825,"",1979,1,16,9,50,10.1,33,6.8,NA,6.8,5.9,NA,NA,NA,NA,"IRAN","",33.897,59.472,140,200,3,NA,NA,NA,3,NA,2,NA,NA,NA,NA,200,3,NA,NA,NA,3,NA,2,NA,NA,NA,NA,"Asia","IRAN:  BONZANABAD"
"3171",4827,"",1979,2,16,10,8,53.4,53,6.9,NA,6.9,6.2,NA,NA,NA,NA,"PERU","",-16.39,-72.658,160,18,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,18,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,"Americas","PERU:  AREQUIPA"
"3172",6600,"Tsu",1979,2,20,6,32,32.2,10,6.4,NA,6.4,6,NA,NA,NA,NA,"JAPAN","",40.232,143.703,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","IWATE, JAPAN"
"3173",6457,"Tsu",1979,2,28,21,27,8.1,18,7.5,7.5,7.1,6.4,NA,NA,NA,7,"USA","AK",60.691,-141.671,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","USA: ALASKA"
"3174",4828,"Tsu",1979,3,14,11,7,16.3,49,7.6,NA,7.6,6.5,NA,NA,NA,NA,"MEXICO","",17.813,-101.276,150,5,1,NA,NA,35,1,30,4,200,3,NA,NA,5,1,NA,NA,35,1,30,4,200,3,NA,NA,"Americas","MEXICO:  GUERRERO"
"3175",7282,"Tsu",1979,5,15,6,59,21.2,33,5.6,NA,5.6,5.6,5.4,NA,NA,NA,"GREECE","",34.53,24.437,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE: CRETE"
"3176",4832,"",1979,5,21,16,31,5.2,43,5.4,NA,5.4,5.4,NA,NA,NA,NA,"INDONESIA","",-8.299,115.934,170,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  BALI"
"3177",4833,"",1979,5,24,17,23,18.2,8,6.2,NA,6.2,5.8,NA,NA,NA,8,"MACEDONIA","",42.255,18.752,130,NA,NA,NA,NA,65,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,65,2,NA,NA,NA,NA,NA,NA,"Europe","BALKANS NW:  MACEDONIA:  DEBAR"
"3178",4834,"",1979,5,30,9,38,52.9,25,5.8,NA,5.8,6.1,NA,NA,NA,NA,"INDONESIA","",-8.207,115.949,170,22,1,NA,NA,NA,NA,4.15,2,NA,NA,NA,NA,22,1,NA,NA,NA,NA,4.15,2,NA,NA,NA,NA,"Asia","INDONESIA:  SUMBAWA ISLAND"
"3179",4836,"",1979,6,2,9,47,58.1,6,6.1,NA,6.1,6,NA,NA,NA,NA,"AUSTRALIA","",-30.812,117.179,170,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","AUSTRALIA:  WESTERN"
"3180",4837,"",1979,6,25,5,29,5.6,189,6.2,NA,NA,6.2,NA,NA,NA,NA,"PAPUA NEW GUINEA","",-4.98,145.577,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","PAPUA NEW GUINEA:  E, MT HAGEN"
"3181",4838,"",1979,7,1,20,38,4,28,6.5,NA,6.5,5.5,NA,NA,NA,NA,"PANAMA","",8.316,-82.943,100,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,"Americas","PANAMA-COSTA RICA:  PUERTO ARMUELLES"
"3182",4839,"",1979,7,9,10,57,22.1,11,5.4,NA,5.4,5.5,NA,NA,NA,8,"CHINA","",31.452,119.241,30,42,1,NA,NA,2987,4,NA,4,113909,4,NA,NA,41,1,NA,NA,2987,4,NA,4,113909,4,NA,NA,"Asia","CHINA:  JIANGSU PROVINCE:  LIYANG"
"3183",4840,"",1979,7,18,13,12,2.5,10,4.9,NA,4.9,5.2,5.2,NA,NA,NA,"TURKEY","",39.672,28.66,140,NA,NA,NA,NA,NA,NA,NA,2,200,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,200,3,NA,NA,"Europe","TURKEY:  DURSUNBEY, ANATOLIA"
"3184",4841,"",1979,8,24,16,59,30.8,33,5.9,NA,5.9,5.8,NA,NA,NA,NA,"CHINA","",41.145,108.129,30,NA,NA,NA,NA,104,3,NA,2,400,3,NA,NA,NA,1,NA,NA,104,3,NA,2,400,3,NA,NA,"Asia","CHINA:  NEI MONGOL:  WU-YUAN"
"3185",4842,"Tsu",1979,9,12,5,17,51.4,5,7.9,NA,7.9,6.3,NA,NA,NA,NA,"INDONESIA","",-1.679,136.04,170,15,1,NA,NA,NA,3,NA,3,1000,3,NA,NA,115,3,NA,NA,NA,3,NA,3,1000,3,NA,NA,"Asia","INDONESIA:  NEW GUINEA:  IRIAN JAYA"
"3186",4844,"",1979,9,19,21,35,37.2,16,5.8,NA,5.8,5.9,NA,NA,NA,NA,"ITALY","",42.812,13.061,130,5,1,NA,NA,5000,4,NA,3,NA,NA,NA,NA,5,1,NA,NA,5000,4,NA,3,NA,NA,NA,NA,"Europe","ITALY:  CENTRAL:  UMBRIA"
"3187",4845,"",1979,10,9,7,49,29.2,33,4.7,NA,4.7,5,NA,NA,NA,7,"GUATEMALA","",14.321,-90.082,100,NA,NA,NA,NA,40,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,2,NA,NA,NA,NA,"Americas","GUATEMALA"
"3188",4846,"",1979,10,12,10,25,22.3,33,7.5,NA,7.5,6.1,NA,NA,NA,5,"NEW ZEALAND","",-46.675,165.707,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  W OF NORTH ISLAND"
"3189",4847,"",1979,10,15,23,16,54.1,10,6.9,NA,6.9,5.7,6.4,NA,NA,9,"USA","CA",32.634,-115.324,150,NA,NA,NA,NA,91,2,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  IMPERIAL VALLEY; MEXICO: MEXICALI"
"3190",4849,"",1979,10,20,1,41,10.4,38,6.2,NA,6.2,6,NA,NA,NA,NA,"INDONESIA","",-8.254,115.847,170,2,1,NA,NA,40,1,NA,2,NA,NA,NA,NA,2,1,NA,NA,40,1,NA,2,NA,NA,NA,NA,"Asia","INDONESIA:  SUMBAWA ISLAND"
"3191",4850,"",1979,10,27,14,35,57.3,58,6.8,NA,6.8,5.7,NA,NA,NA,NA,"GUATEMALA","",13.833,-90.881,100,4,1,NA,NA,23,1,NA,2,NA,NA,NA,NA,4,1,NA,NA,23,1,NA,2,NA,NA,NA,NA,"Americas","GUATEMALA"
"3192",4851,"",1979,11,2,15,53,3.5,62,6.1,NA,6.1,NA,NA,NA,NA,NA,"INDONESIA","",-7.656,108.252,170,30,1,NA,NA,200,3,16,3,NA,NA,NA,NA,30,1,NA,NA,200,3,16,3,NA,NA,NA,NA,"Asia","INDONESIA:  JAVA"
"3193",4853,"",1979,11,6,5,26,17.7,40,5.2,NA,5.2,5.4,NA,NA,NA,8,"GREECE","",39.536,20.398,130,1,1,NA,NA,3,1,NA,3,NA,NA,NA,NA,1,1,NA,NA,3,1,NA,3,NA,NA,NA,NA,"Europe","GREECE-ALBANIA"
"3194",4854,"",1979,11,14,2,21,22.1,33,6.6,NA,6.6,6,NA,NA,NA,NA,"IRAN","",33.918,59.741,140,350,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,350,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Asia","IRAN:  KHORASAN"
"3195",4856,"Tsu",1979,11,16,15,21,25.7,33,6.9,NA,6.9,6.1,NA,NA,NA,NA,"FIJI","",-16.76,-179.984,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Oceania","FIJI ISLANDS"
"3196",4858,"",1979,11,23,23,40,29.8,108,6.4,NA,NA,6.4,NA,NA,NA,NA,"COLOMBIA","",4.805,-76.217,160,72,2,NA,NA,600,3,20,3,NA,NA,NA,NA,72,2,NA,NA,600,3,20,3,NA,NA,NA,NA,"Americas","COLOMBIA:  MANIZALES-ARMENIA"
"3197",4860,"",1979,11,27,17,10,32.9,10,7.5,NA,7.5,6.1,NA,NA,NA,5,"IRAN","",33.962,59.726,140,17,1,NA,NA,24,1,NA,3,NA,NA,NA,NA,17,1,NA,NA,24,1,NA,3,NA,NA,NA,NA,"Asia","IRAN"
"3198",4861,"",1979,12,7,9,24,0.2,33,6,NA,6,5.8,NA,NA,NA,NA,"IRAN","",34.033,59.817,140,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Asia","IRAN"
"3199",4863,"Tsu",1979,12,12,7,59,3.3,33,7.7,NA,7.7,6.4,NA,NA,NA,9,"COLOMBIA","",1.598,-79.358,160,600,3,NA,NA,20000,4,8,3,10000,4,NA,NA,600,3,NA,NA,20000,4,8,3,10000,4,NA,NA,"Americas","COLOMBIA: OFF SHORE, PACIFIC OCEAN"
"3200",4866,"",1979,12,15,0,2,41.6,33,6.6,NA,6.6,5.8,NA,NA,NA,NA,"INDONESIA","",-3.299,102.712,170,8,1,NA,NA,162,3,NA,2,2500,4,NA,NA,8,1,NA,NA,162,3,NA,3,2500,4,NA,NA,"Asia","INDONESIA:  S SUMATERA"
"3201",4867,"",1979,12,17,19,58,23.8,33,6.3,NA,6.3,5.6,NA,NA,NA,NA,"INDONESIA","",-8.39,115.889,170,27,1,NA,NA,200,3,NA,2,NA,NA,NA,NA,27,1,NA,NA,200,3,NA,NA,NA,NA,NA,NA,"Asia","INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK"
"3202",4870,"",1980,1,24,19,0,9.5,11,5.9,NA,5.9,5.3,5.8,NA,NA,7,"USA","CA",37.855,-121.816,150,NA,NA,NA,NA,50,1,11.5,3,NA,NA,NA,NA,NA,NA,NA,NA,50,1,11.5,3,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  LIVERMORE"
"3203",6459,"Tsu",1980,2,23,5,51,3.2,44,7,NA,7,6.3,NA,NA,NA,7,"RUSSIA","",43.53,146.753,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  S. KURIL ISLANDS"
"3204",4872,"",1980,4,16,12,18,20.6,84,5.8,NA,NA,5.8,NA,NA,NA,NA,"INDONESIA","",-8.082,108.793,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Asia","INDONESIA:  JAVA:  TASIKMALAJA"
"3205",4873,"",1980,5,14,1,41,3.8,24,4.5,NA,NA,4.5,NA,NA,NA,8,"ITALY","",40.459,15.855,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  S"
"3206",4874,"",1980,5,18,7,9,38,105,5.3,NA,NA,5.3,NA,NA,NA,NA,"GUATEMALA","",14.716,-91.317,100,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Americas","GUATEMALA:  S COAST"
"3207",4876,"Tsu",1980,5,18,15,32,11.4,4,5.2,NA,5.2,4.7,5,NA,NA,5,"USA","WA",46.214,-122.194,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2,NA,NA,NA,NA,2000,4,NA,NA,NA,NA,"Americas","USA: WASHINGTON:  MT ST HELENS"
"3208",4878,"",1980,5,25,16,33,44.7,7,6.1,NA,6.1,6.1,NA,NA,NA,7,"USA","CA",37.6,-118.84,150,NA,NA,NA,NA,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,2,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  MAMMOTH LAKES"
"3209",4879,"",1980,6,9,3,28,18.9,5,6.4,NA,6.4,5.6,NA,NA,NA,5,"MEXICO","",32.22,-114.985,150,1,1,NA,NA,100,2,NA,2,NA,NA,NA,NA,1,1,NA,NA,100,2,NA,2,NA,NA,NA,NA,"Americas","MEXICO:  NW"
"3210",4880,"Tsu",1980,6,29,7,20,5.5,15,6.2,NA,6.2,5.8,NA,NA,NA,8,"JAPAN","",34.808,139.181,30,NA,NA,NA,NA,7,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,2,NA,NA,NA,NA,"Asia","JAPAN:  HONSHU:  S COAST"
"3211",4881,"",1980,7,8,23,19,19.8,33,7.5,NA,7.5,5.9,NA,NA,NA,NA,"SOLOMON ISLANDS","",-12.41,166.381,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS"
"3212",4882,"",1980,7,9,2,11,52.8,14,6.4,NA,6.4,5.8,NA,NA,NA,9,"GREECE","",39.269,23.041,130,1,1,NA,NA,NA,3,5,2,NA,NA,NA,NA,1,1,NA,NA,NA,3,5,2,NA,NA,NA,NA,"Europe","GREECE:  AEGEAN SEA:  MAGNESIA"
"3213",4883,"",1980,7,11,11,47,26.5,33,5.2,NA,NA,5.2,NA,NA,NA,6,"TAJIKISTAN","",40.113,70.596,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","TAJIKISTAN:  SHURAB, NEFTEABAD"
"3214",4884,"",1980,7,12,5,32,8.6,10,4,NA,NA,4,3.6,NA,NA,NA,"GREECE","",39.203,22.729,130,1,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  VOLOS"
"3215",4885,"Tsu",1980,7,17,19,42,23.2,33,7.9,NA,7.9,5.8,NA,NA,NA,NA,"SOLOMON ISLANDS","",-12.525,165.916,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU"
"3216",4886,"",1980,7,22,5,17,10.1,62,5.4,NA,NA,5.4,NA,NA,NA,NA,"IRAN","",37.19,50.201,140,1,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,"Asia","IRAN:  LAHIJAN, RASHT"
"3217",4887,"",1980,7,27,18,52,21.8,8,5.1,NA,5.1,4.7,NA,NA,NA,7,"USA","KY",38.174,-83.907,150,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,"Americas","USA: KENTUCKY:  MAYSVILLE"
"3218",4888,"",1980,7,29,14,58,40.8,18,6.5,NA,6.5,6.1,NA,NA,NA,NA,"NEPAL","",29.598,81.092,60,200,3,NA,NA,NA,3,245,4,NA,NA,NA,NA,200,3,NA,NA,NA,3,245,4,NA,NA,NA,NA,"Asia","NEPAL-INDIA:   PITHORAGARH"
"3219",4890,"",1980,8,9,5,45,9.5,22,6.4,NA,6.4,6.1,NA,NA,NA,NA,"HONDURAS","",15.888,-88.516,100,2,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,"Americas","HONDURAS;  N GUATEMALA:  IZABEL PROVINCE"
"3220",4891,"",1980,8,18,15,7,52.6,55,5.6,NA,NA,5.6,NA,NA,NA,NA,"ECUADOR","",-1.948,-80.017,160,8,1,NA,NA,100,2,5,2,NA,NA,NA,NA,8,1,NA,NA,100,2,5,2,NA,NA,NA,NA,"Americas","ECUADOR:  W, GUAYAQUIL"
"3221",4892,"",1980,8,23,21,36,51.6,25,4.9,NA,4.9,5.2,NA,NA,NA,NA,"INDIA","",32.913,75.633,60,15,1,NA,NA,40,1,NA,2,NA,3,NA,3,15,1,NA,NA,40,1,NA,2,NA,3,NA,NA,"Asia","INDIA:  KASHMIR"
"3222",4893,"",1980,8,23,21,50,3,33,4.8,NA,4.8,5.2,NA,NA,NA,NA,"INDIA","",32.834,75.629,60,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Asia","INDIA:  KASHMIR"
"3223",4894,"",1980,9,24,17,54,24.1,73,6,NA,NA,6,NA,NA,NA,6,"JAPAN","",35.45,139.964,30,2,1,NA,NA,73,2,1,2,NA,NA,NA,NA,2,1,NA,NA,73,2,1,2,NA,NA,NA,NA,"Asia","JAPAN:  TOKYO, YOKOHAMA"
"3224",4895,"",1980,10,5,15,32,49.8,32,5.6,NA,5.6,5.5,NA,NA,NA,6,"NEW ZEALAND","",-39.542,176.478,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania","NEW ZEALAND:  GISBORNE, HAWERA, EASTBOURNE, NAPIER"
"3225",4896,"Tsu",1980,10,10,12,25,23.5,10,7.7,NA,7.7,6.5,NA,NA,NA,10,"ALGERIA","",36.195,1.354,15,5000,4,NA,NA,9000,4,5200,4,25000,4,NA,NA,5000,4,NA,NA,9000,4,5200,4,250000,4,NA,NA,"Africa","ALGERIA:  NORTHERN"
"3226",4899,"",1980,10,24,14,53,35.1,72,6.4,NA,6.4,6.6,NA,NA,NA,9,"MEXICO","",18.211,-98.24,150,300,3,NA,NA,NA,3,5,2,NA,3,NA,NA,300,3,NA,NA,NA,3,5,2,NA,3,NA,NA,"Americas","MEXICO:  S, HUAJAPAN DE LEON, OAXACA"
"3227",4901,"",1980,11,8,10,27,34,19,7.2,NA,7.2,6.2,NA,NA,NA,7,"USA","CA",41.117,-124.253,150,5,1,NA,NA,NA,NA,2.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","USA: CALIFORNIA:  NORTH COAST"
"3228",4902,"",1980,11,12,6,58,11.6,71,4.9,NA,NA,4.9,NA,NA,NA,NA,"PERU","",-13.347,-74.545,160,7,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,7,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,"Americas","PERU:  S CENTRAL"
"3229",4903,"",1980,11,23,18,34,53.8,20,6.9,NA,6.9,6,NA,NA,NA,10,"ITALY","",40.914,15.366,130,4689,4,NA,NA,7700,4,20000,4,NA,NA,NA,NA,4689,4,NA,NA,7700,4,20000,4,NA,NA,NA,NA,"Europe","ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES"
"3230",4906,"",1980,11,26,17,35,39.1,40,5,NA,5,3.8,NA,NA,NA,NA,"COLOMBIA","",8.045,-72.441,160,NA,NA,NA,NA,36,1,NA,2,30,1,NA,NA,NA,NA,NA,NA,36,1,NA,2,30,1,NA,NA,"Americas","VENEZUELA:  E"
"3231",4907,"",1980,12,19,1,16,56,33,5.8,NA,5.8,5.6,NA,NA,NA,NA,"IRAN","",34.587,50.652,140,26,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,26,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,"Asia","IRAN:  N CENTRAL, TEHRAN"
"3232",4908,"",1980,12,22,12,51,21,41,5.2,NA,5.2,5.2,NA,NA,NA,NA,"IRAN","",34.503,50.59,140,3,1,NA,NA,139,3,1,2,NA,NA,NA,NA,3,1,NA,NA,139,3,1,2,NA,NA,NA,NA,"Asia","IRAN:  N CENTRAL, TEHRAN"
