RH_lvl	term	estimate	std.error	statistic	p.value
RH-high	(Intercept)	11.6114812853323	3.68725227204645	3.14908783794384	0.00204893295363647
RH-high	wind	0.113285144369679	0.79193543444183	0.143048460067359	0.886482245197836
RH-low	(Intercept)	8.42466051441084	3.62283015751588	2.32543623303266	0.0215973189213323
RH-low	wind	1.02731445974635	0.814366855523388	1.26148854509324	0.209391776837355
